53.0632178,15.75277818,160.8308812,179.03
53.34838598,16.05717969,160.174781,177.51
53.94065836,15.9979905,159.415086,177.61
54.50454295,15.93880132,157.5849117,182.61
54.41808925,16.04026849,156.7647865,178.56
54.61293267,15.92189013,156.5230653,179.34
54.52389826,16.12482447,157.394988,178.9
54.37421722,16.19246925,155.8669651,175.93
54.17034133,16.11636887,154.6669924,178.42
54.80132432,16.32353101,155.3921558,181.66
55.37037033,16.52223755,156.3158758,189.44
55.19488222,16.73362749,155.8410664,194.45
54.23356866,16.84355026,162.7473845,190.93
55.15088115,16.76744988,164.0077875,186.09
54.24776255,16.75476648,165.6912025,187
57.63494118,16.76744988,165.5185446,187.8
57.37299937,16.76744988,164.8710773,193.316
57.71494312,16.53914875,164.4221666,195.37
58.45431582,16.53914875,166.1832777,192.15
58.90206858,16.61102132,166.2696067,194.44
58.86464832,16.74208309,166.2868724,179.46
58.72658047,16.74208309,165.3458866,181.72
59.31498178,16.98729541,167.167428,187.68
59.86854355,17.07185139,166.4595304,183.14
60.49565548,17.08030699,166.917074,184.19
61.50858318,17.27478573,167.2192254,185.48
63.63637654,16.91119504,167.3752216,184.98
63.66863538,16.82241126,166.7599033,185.54
64.85318013,16.93656183,166.9332324,191.59
65.73836282,16.97038422,166.5865743,191.3
64.21703573,16.83509466,166.6125736,184.47
64.80285634,17.07185139,167.2798906,179.93
64.79124315,17.15640736,167.6265487,182.5
66.43386349,17.21559655,167.6005493,182.26
66.20030946,17.01266221,168.0165391,180.58
66.63257797,17.10567378,171.2577928,178.89
67.40937094,17.0295734,171.3877896,179.13
67.84163945,17.05494019,171.1884612,178.53
69.08683083,17.08030699,171.5784516,183.8
69.99394953,16.80972787,170.4951449,179.69
70.25589134,16.80972787,171.1884612,180.04
70.34750646,16.7082607,172.2977673,179.3
68.79650123,16.57297114,173.9010612,180.26
68.42229864,16.47150397,170.954467,181.09
68.47778385,16.41231478,171.3964561,183.77
69.93588361,16.64061592,173.1644127,187.64
70.3462161,16.74208309,173.8663954,184.32
71.22752772,16.76744988,174.1957207,183.39
73.30499728,17.09721818,176.6049948,184.59
